image_id,split,label,label_id,source_dataset,source_version,source_original_split,source_original_label,source_project_relative_path,source_dataset_relative_path,selected_relative_path,source_sha256,copied_sha256,selection_rank,file_size_bytes,width,height,mode,format
cifake_v3_train_real_0137,train,real,0,CIFAKE,3,train,real,data/interim/cifake_source_v3/train/REAL/4411 (6).jpg,train/REAL/4411 (6).jpg,data/raw/prototype/real/cifake_v3_train_real_0137.jpg,b41c5f0447ca507b6f8c0761933e656c9c1aa904c3c90ea4da86fe1dc9cfbc6d,b41c5f0447ca507b6f8c0761933e656c9c1aa904c3c90ea4da86fe1dc9cfbc6d,00ba6246bdd728ad9a93d3bf01fe30e2c571525d1871896d958858d957f8a0cb,873,32,32,RGB,JPEG
cifake_v3_train_real_0138,train,real,0,CIFAKE,3,train,real,data/interim/cifake_source_v3/train/REAL/2403 (2).jpg,train/REAL/2403 (2).jpg,data/raw/prototype/real/cifake_v3_train_real_0138.jpg,3ac198918f119ceadfb98e1ed544f29efb72a74efa5a33c053439e6089ab360a,3ac198918f119ceadfb98e1ed544f29efb72a74efa5a33c053439e6089ab360a,00babb4304995f8791ca80abc909b9f2ae849edaa9fadd4db200c71e1c1211a2,885,32,32,RGB,JPEG
cifake_v3_train_real_0139,train,real,0,CIFAKE,3,train,real,data/interim/cifake_source_v3/train/REAL/1744 (7).jpg,train/REAL/1744 (7).jpg,data/raw/prototype/real/cifake_v3_train_real_0139.jpg,2e76efe2ee6a378b325a5b41b1d67d814d7a6744ff05eb2083ef5ee87a3c8bd9,2e76efe2ee6a378b325a5b41b1d67d814d7a6744ff05eb2083ef5ee87a3c8bd9,00bbc9eb5b66075cccb4eca30bee0127e1f21a60fc69da214400e2508492afcf,942,32,32,RGB,JPEG
cifake_v3_train_real_0140,train,real,0,CIFAKE,3,train,real,data/interim/cifake_source_v3/train/REAL/1248 (5).jpg,train/REAL/1248 (5).jpg,data/raw/prototype/real/cifake_v3_train_real_0140.jpg,aa09b705f217105e8462624ebd8788cca4740a42448946cbbbdc2836a54153a7,aa09b705f217105e8462624ebd8788cca4740a42448946cbbbdc2836a54153a7,00bdab2c3f9e916782a24f45f41fe6a5d4b18ffd7585adec922f4df9d55e3bbe,866,32,32,RGB,JPEG
cifake_v3_train_real_0141,train,real,0,CIFAKE,3,train,real,data/interim/cifake_source_v3/train/REAL/0440 (7).jpg,train/REAL/0440 (7).jpg,data/raw/prototype/real/cifake_v3_train_real_0141.jpg,63636adf451584c22dd5b92430181f4531885f3297c6dd53af3af5ffd98300cd,63636adf451584c22dd5b92430181f4531885f3297c6dd53af3af5ffd98300cd,00bea36bbffbdc41db3bb18647c3c55181f94b8cb6d6b8ccd30e4f4ad4a93544,945,32,32,RGB,JPEG
cifake_v3_train_real_0142,train,real,0,CIFAKE,3,train,real,data/interim/cifake_source_v3/train/REAL/4144 (3).jpg,train/REAL/4144 (3).jpg,data/raw/prototype/real/cifake_v3_train_real_0142.jpg,3dd056eec1100659818767ca321495aed2f102e91878716a798b249bafc15722,3dd056eec1100659818767ca321495aed2f102e91878716a798b249bafc15722,00bf159be2c6ae4f57f04cf16c2ba0f04ce46287a91f0f448753e89d67c77bfb,979,32,32,RGB,JPEG
cifake_v3_train_real_0143,train,real,0,CIFAKE,3,train,real,data/interim/cifake_source_v3/train/REAL/1537 (9).jpg,train/REAL/1537 (9).jpg,data/raw/prototype/real/cifake_v3_train_real_0143.jpg,a773df5e06cb54d62cc50015f4f4f41f268d053fcf87296851f26cfe02b4a7dc,a773df5e06cb54d62cc50015f4f4f41f268d053fcf87296851f26cfe02b4a7dc,00c5fd2f846097e251c60c630feb0db860eb60e79778d94aad0edf2069830ac1,936,32,32,RGB,JPEG
cifake_v3_train_real_0144,train,real,0,CIFAKE,3,train,real,data/interim/cifake_source_v3/train/REAL/3050 (7).jpg,train/REAL/3050 (7).jpg,data/raw/prototype/real/cifake_v3_train_real_0144.jpg,e44feee6a760bee9082773b40cc4d12ec84fad9ecbb28f7d584a88f1a865bc1a,e44feee6a760bee9082773b40cc4d12ec84fad9ecbb28f7d584a88f1a865bc1a,00c76465301677d8ef41ff685a7d6e9ebc473683105b0716199da48e933af25c,883,32,32,RGB,JPEG
cifake_v3_train_real_0145,train,real,0,CIFAKE,3,train,real,data/interim/cifake_source_v3/train/REAL/1116 (9).jpg,train/REAL/1116 (9).jpg,data/raw/prototype/real/cifake_v3_train_real_0145.jpg,51f8bafefe7ae7ef21beb5a84014b48a7cd52eb8f539ad24693ed65df280f192,51f8bafefe7ae7ef21beb5a84014b48a7cd52eb8f539ad24693ed65df280f192,00c984bdc0accdd46e236475c132086a98f623cdc4de7677eaafca883e8ff159,882,32,32,RGB,JPEG
cifake_v3_train_real_0146,train,real,0,CIFAKE,3,train,real,data/interim/cifake_source_v3/train/REAL/4966 (7).jpg,train/REAL/4966 (7).jpg,data/raw/prototype/real/cifake_v3_train_real_0146.jpg,c731177076eefc13c5a0a33437a6183c94ae8ded92e660e8905f4cda0a8ccb6c,c731177076eefc13c5a0a33437a6183c94ae8ded92e660e8905f4cda0a8ccb6c,00cb74a4b0fc3c2e8535024c8b21f7ada581757b80a80a28415fcaa83814b269,1055,32,32,RGB,JPEG
cifake_v3_train_real_0147,train,real,0,CIFAKE,3,train,real,data/interim/cifake_source_v3/train/REAL/1543 (3).jpg,train/REAL/1543 (3).jpg,data/raw/prototype/real/cifake_v3_train_real_0147.jpg,2ded876157537d0d7b287b322f1a909c9aa6e4dcd9ecf5d28aefbac62481a9a1,2ded876157537d0d7b287b322f1a909c9aa6e4dcd9ecf5d28aefbac62481a9a1,00cccea1a74c20f52e73dc830d3ce74d1acbb53ca58e7521b2b5e66e5622fe73,963,32,32,RGB,JPEG
cifake_v3_train_real_0148,train,real,0,CIFAKE,3,train,real,data/interim/cifake_source_v3/train/REAL/3897 (3).jpg,train/REAL/3897 (3).jpg,data/raw/prototype/real/cifake_v3_train_real_0148.jpg,bdb32d3d820e2e647e82517e2c44e268612309b79db9b88875d3f6de0312c197,bdb32d3d820e2e647e82517e2c44e268612309b79db9b88875d3f6de0312c197,00d007e61c6508daa22f1254cc06f1000b96ab5c07713e0fac374348bde7e436,913,32,32,RGB,JPEG
cifake_v3_train_real_0149,train,real,0,CIFAKE,3,train,real,data/interim/cifake_source_v3/train/REAL/4775 (6).jpg,train/REAL/4775 (6).jpg,data/raw/prototype/real/cifake_v3_train_real_0149.jpg,3b4bc142f7e110a5df354f6a2727d0887e71ab1a436497822db3c51bcb1496da,3b4bc142f7e110a5df354f6a2727d0887e71ab1a436497822db3c51bcb1496da,00d155b5ae7dd39ef25f69bba5ffa2bdd7f436e62efb44d643d04abdde5fab0c,1000,32,32,RGB,JPEG
cifake_v3_train_real_0150,train,real,0,CIFAKE,3,train,real,data/interim/cifake_source_v3/train/REAL/2519.jpg,train/REAL/2519.jpg,data/raw/prototype/real/cifake_v3_train_real_0150.jpg,d4997e58f58aa9e7d10d0d03c86e74186762e30e632cbf7e0a64aa584a70f8b3,d4997e58f58aa9e7d10d0d03c86e74186762e30e632cbf7e0a64aa584a70f8b3,00d2122bcc2aa9be59ea8535b3c533d815a669ca9b5ddb73125865b56da14af7,855,32,32,RGB,JPEG
cifake_v3_train_real_0151,train,real,0,CIFAKE,3,train,real,data/interim/cifake_source_v3/train/REAL/0216 (6).jpg,train/REAL/0216 (6).jpg,data/raw/prototype/real/cifake_v3_train_real_0151.jpg,97443e87473ebe940f5d6e643e95401c4337cd461953ad09e444fbe334caa080,97443e87473ebe940f5d6e643e95401c4337cd461953ad09e444fbe334caa080,00d2e4762536fe0540e6fe9fc8c4700762a513cc32499b892f70c8e81a7847b7,892,32,32,RGB,JPEG
cifake_v3_train_real_0152,train,real,0,CIFAKE,3,train,real,data/interim/cifake_source_v3/train/REAL/2543 (2).jpg,train/REAL/2543 (2).jpg,data/raw/prototype/real/cifake_v3_train_real_0152.jpg,9241741459ace2178e7f07ad5cd724ca029fcbbf82af5cc957b05f3ee9700da2,9241741459ace2178e7f07ad5cd724ca029fcbbf82af5cc957b05f3ee9700da2,00d363cfc09b047761f6ccd648bc62067eff885dd6841c080b3a7db7e3b6d0dd,896,32,32,RGB,JPEG
cifake_v3_train_real_0153,train,real,0,CIFAKE,3,train,real,data/interim/cifake_source_v3/train/REAL/0967 (5).jpg,train/REAL/0967 (5).jpg,data/raw/prototype/real/cifake_v3_train_real_0153.jpg,f62fc69118ec7b7c3f05a37b450bde6294cef9ac93c9407b748d497e01ae3011,f62fc69118ec7b7c3f05a37b450bde6294cef9ac93c9407b748d497e01ae3011,00d47f6a64dc2791c07078a87ff45f5c0d93bc6b6184407e7dcae7a10cd9f04a,987,32,32,RGB,JPEG
cifake_v3_train_real_0154,train,real,0,CIFAKE,3,train,real,data/interim/cifake_source_v3/train/REAL/2145 (3).jpg,train/REAL/2145 (3).jpg,data/raw/prototype/real/cifake_v3_train_real_0154.jpg,9bf470e37b62a1f7740192a9273af55497af48800ab870f268123670e2da9c62,9bf470e37b62a1f7740192a9273af55497af48800ab870f268123670e2da9c62,00d4fbd7ce09515c23e57371aa78acf0210e0f1688cdcefe54eb896436a55971,843,32,32,RGB,JPEG
cifake_v3_train_real_0155,train,real,0,CIFAKE,3,train,real,data/interim/cifake_source_v3/train/REAL/2310 (7).jpg,train/REAL/2310 (7).jpg,data/raw/prototype/real/cifake_v3_train_real_0155.jpg,260998d3c5147ed1f190116631469d9487e8e8ab6444464c4348c9db34c84831,260998d3c5147ed1f190116631469d9487e8e8ab6444464c4348c9db34c84831,00d5387a895bcd92a5784152a539cae313be0ffb3060ebbac2cd110a61384061,984,32,32,RGB,JPEG
cifake_v3_train_real_0156,train,real,0,CIFAKE,3,train,real,data/interim/cifake_source_v3/train/REAL/2266.jpg,train/REAL/2266.jpg,data/raw/prototype/real/cifake_v3_train_real_0156.jpg,c7c2735754537849aa9947014545fedd416a99fa579d8d04a21957b74c08edf6,c7c2735754537849aa9947014545fedd416a99fa579d8d04a21957b74c08edf6,00d691464e247aca4084e6920e0144970457312bd2a5e8742d7ffec226e4f04d,837,32,32,RGB,JPEG
cifake_v3_train_real_0157,train,real,0,CIFAKE,3,train,real,data/interim/cifake_source_v3/train/REAL/4987 (10).jpg,train/REAL/4987 (10).jpg,data/raw/prototype/real/cifake_v3_train_real_0157.jpg,162f590015092363d54f48cdfa5f3a9be3200d43a588b12d2195be413fdd7e99,162f590015092363d54f48cdfa5f3a9be3200d43a588b12d2195be413fdd7e99,00d9abc5821605b30dc125296e88d9a50a557746847e49f99df06898db0f530c,983,32,32,RGB,JPEG
cifake_v3_train_real_0158,train,real,0,CIFAKE,3,train,real,data/interim/cifake_source_v3/train/REAL/2416 (8).jpg,train/REAL/2416 (8).jpg,data/raw/prototype/real/cifake_v3_train_real_0158.jpg,ed19d33f4aae44827f00613b3c32b5206a65e0c49c9b2c029d24f427f8b33c84,ed19d33f4aae44827f00613b3c32b5206a65e0c49c9b2c029d24f427f8b33c84,00d9baf3d45fcc180626253d41f5a6adf9c8b7177584490139da50709b631307,927,32,32,RGB,JPEG
cifake_v3_train_real_0159,train,real,0,CIFAKE,3,train,real,data/interim/cifake_source_v3/train/REAL/3063 (2).jpg,train/REAL/3063 (2).jpg,data/raw/prototype/real/cifake_v3_train_real_0159.jpg,039fd09c486c08b55c791c15312fea31c43ae817ad1826648d1b2276839c65fe,039fd09c486c08b55c791c15312fea31c43ae817ad1826648d1b2276839c65fe,00dc3ae069c4e4d94a4da07b6c69ff05d4ee394f75e2d1623b2abb9b985f3070,1057,32,32,RGB,JPEG
cifake_v3_train_real_0160,train,real,0,CIFAKE,3,train,real,data/interim/cifake_source_v3/train/REAL/0105 (3).jpg,train/REAL/0105 (3).jpg,data/raw/prototype/real/cifake_v3_train_real_0160.jpg,8e50937f127500b087d29df88fce7ab2f42845e63c68143aa419e91a3973444e,8e50937f127500b087d29df88fce7ab2f42845e63c68143aa419e91a3973444e,00dc42129f42f6427928900ec5f240f9dff90954859b0116c27836c53f3837e1,809,32,32,RGB,JPEG
cifake_v3_train_real_0161,train,real,0,CIFAKE,3,train,real,data/interim/cifake_source_v3/train/REAL/2477 (7).jpg,train/REAL/2477 (7).jpg,data/raw/prototype/real/cifake_v3_train_real_0161.jpg,d2e9fd3a833e7f80f4b8eba1a10a424173af73a4601050eac83af1ba617c82de,d2e9fd3a833e7f80f4b8eba1a10a424173af73a4601050eac83af1ba617c82de,00de69c3fa0925e4731efaa276555f280ca12775e8e8e29ecde941b32424415c,958,32,32,RGB,JPEG
cifake_v3_train_real_0162,train,real,0,CIFAKE,3,train,real,data/interim/cifake_source_v3/train/REAL/4931 (3).jpg,train/REAL/4931 (3).jpg,data/raw/prototype/real/cifake_v3_train_real_0162.jpg,6b246591cb60c21696f23272f672dd5d036a71e390571e0574d4d2fe310e64f4,6b246591cb60c21696f23272f672dd5d036a71e390571e0574d4d2fe310e64f4,00df13b9139ddd93697f8a3bbc2a59ff11e17fb1cdc4a00421df8adab318ee53,881,32,32,RGB,JPEG
cifake_v3_train_real_0163,train,real,0,CIFAKE,3,train,real,data/interim/cifake_source_v3/train/REAL/1495 (2).jpg,train/REAL/1495 (2).jpg,data/raw/prototype/real/cifake_v3_train_real_0163.jpg,f7d96020c6606c5e0a9bd8f7579a66868689720a03bf1b41161a2943b1face2a,f7d96020c6606c5e0a9bd8f7579a66868689720a03bf1b41161a2943b1face2a,00e037910c483958eabf0ca9a68397ec62dbc560209b68dccd062a3a5f639944,976,32,32,RGB,JPEG
cifake_v3_train_real_0164,train,real,0,CIFAKE,3,train,real,data/interim/cifake_source_v3/train/REAL/4071 (7).jpg,train/REAL/4071 (7).jpg,data/raw/prototype/real/cifake_v3_train_real_0164.jpg,23d01ccd29bee91f10928bb43b5dbcc3505c013342fcfd2d3e2d3a579fd1e156,23d01ccd29bee91f10928bb43b5dbcc3505c013342fcfd2d3e2d3a579fd1e156,00e2184bca85f115e7fdd3263cffedce13ab3a657641173be2c52281a3f7aa31,949,32,32,RGB,JPEG
cifake_v3_train_real_0165,train,real,0,CIFAKE,3,train,real,data/interim/cifake_source_v3/train/REAL/1022 (9).jpg,train/REAL/1022 (9).jpg,data/raw/prototype/real/cifake_v3_train_real_0165.jpg,183ec6d1c4ee7065c1f4889f7e78a45e3c18fd2ae63d2d47185bfdf13922b458,183ec6d1c4ee7065c1f4889f7e78a45e3c18fd2ae63d2d47185bfdf13922b458,00e303508202e2f3e27b2fe27364e6f466f47f76721768388f72bb1a85bdcc45,840,32,32,RGB,JPEG
cifake_v3_train_real_0166,train,real,0,CIFAKE,3,train,real,data/interim/cifake_source_v3/train/REAL/0979.jpg,train/REAL/0979.jpg,data/raw/prototype/real/cifake_v3_train_real_0166.jpg,107e0a30c8b3c055ec64bd6c08673b49daa7e0777ed54e30982aa9bfec8facd3,107e0a30c8b3c055ec64bd6c08673b49daa7e0777ed54e30982aa9bfec8facd3,00e383ab4480c5b8689e051b0785d9701080116b001e4879df46143c0e4d38c6,893,32,32,RGB,JPEG
cifake_v3_train_real_0167,train,real,0,CIFAKE,3,train,real,data/interim/cifake_source_v3/train/REAL/2557 (8).jpg,train/REAL/2557 (8).jpg,data/raw/prototype/real/cifake_v3_train_real_0167.jpg,d4267b5df404a17fe9c3cb8d37aa76b1fe9bc7ba96bd6361c8163031fd2b5aae,d4267b5df404a17fe9c3cb8d37aa76b1fe9bc7ba96bd6361c8163031fd2b5aae,00e3e5a8cb47bd386f64e97c934eaa78950e03370fedd5ab6ecacdd2de2d0480,939,32,32,RGB,JPEG
cifake_v3_train_real_0168,train,real,0,CIFAKE,3,train,real,data/interim/cifake_source_v3/train/REAL/4748 (7).jpg,train/REAL/4748 (7).jpg,data/raw/prototype/real/cifake_v3_train_real_0168.jpg,ded31dc7fe1890131aa01363e900f6adf475de1eecbc2636912b1bb98ecdd98b,ded31dc7fe1890131aa01363e900f6adf475de1eecbc2636912b1bb98ecdd98b,00e3e66485a11b21e823b3215b9fe138679c163d7bba2bc7abec9fe4db5b190d,975,32,32,RGB,JPEG
cifake_v3_train_real_0169,train,real,0,CIFAKE,3,train,real,data/interim/cifake_source_v3/train/REAL/0062 (7).jpg,train/REAL/0062 (7).jpg,data/raw/prototype/real/cifake_v3_train_real_0169.jpg,0d8460ea976acaca72d8615b561b41f2e80efe8a22d30d92ed355808883ce14a,0d8460ea976acaca72d8615b561b41f2e80efe8a22d30d92ed355808883ce14a,00e4f176a319e4d4a2773f4c0cb7550027f2aa6289a5eef5d4dfb9f04648367c,1029,32,32,RGB,JPEG
cifake_v3_train_real_0170,train,real,0,CIFAKE,3,train,real,data/interim/cifake_source_v3/train/REAL/2695 (7).jpg,train/REAL/2695 (7).jpg,data/raw/prototype/real/cifake_v3_train_real_0170.jpg,ad561675e7338fc45f67197a91e6d3b62c6fd2f372a6f7f9d1a9fd9501852cf4,ad561675e7338fc45f67197a91e6d3b62c6fd2f372a6f7f9d1a9fd9501852cf4,00e75679229ee8b70a27c4b92330ef9e63eaa9b2987a5afcb8e9e25bd795f3d9,925,32,32,RGB,JPEG
cifake_v3_train_real_0171,train,real,0,CIFAKE,3,train,real,data/interim/cifake_source_v3/train/REAL/2335 (3).jpg,train/REAL/2335 (3).jpg,data/raw/prototype/real/cifake_v3_train_real_0171.jpg,b74ef4a496124408117af9becdbb5f9d2249a20b0989b42e97c7f556d2a3e1f4,b74ef4a496124408117af9becdbb5f9d2249a20b0989b42e97c7f556d2a3e1f4,00e766e5b6ee17a9dd4069433972c6e96d47f9ff29768d46483af812a8303192,887,32,32,RGB,JPEG
cifake_v3_train_real_0172,train,real,0,CIFAKE,3,train,real,data/interim/cifake_source_v3/train/REAL/2548 (8).jpg,train/REAL/2548 (8).jpg,data/raw/prototype/real/cifake_v3_train_real_0172.jpg,a1aaf0b45fd1163978cedb0191d424443c7491aa5dbdfed355b460fc71f72d22,a1aaf0b45fd1163978cedb0191d424443c7491aa5dbdfed355b460fc71f72d22,00e78bfcc6142d01228cd4a9c8799b59f23a84654ccb3c672eb022f1b8df62cd,935,32,32,RGB,JPEG
cifake_v3_train_real_0173,train,real,0,CIFAKE,3,train,real,data/interim/cifake_source_v3/train/REAL/3308.jpg,train/REAL/3308.jpg,data/raw/prototype/real/cifake_v3_train_real_0173.jpg,1e62d635e6a1bd5d59bede74c01096f8a3e50920335bc7b75dee22ebf4b8cc2e,1e62d635e6a1bd5d59bede74c01096f8a3e50920335bc7b75dee22ebf4b8cc2e,00e8402c4118c49080dccca4ed9ac7b7f1e87037db82fd065d610db2bf0929a4,921,32,32,RGB,JPEG
cifake_v3_train_real_0174,train,real,0,CIFAKE,3,train,real,data/interim/cifake_source_v3/train/REAL/4596 (5).jpg,train/REAL/4596 (5).jpg,data/raw/prototype/real/cifake_v3_train_real_0174.jpg,ee4285fb80c8e036cd00e3eae1e7b9dbb7f4431c967f9da12e9dd832e3bb1258,ee4285fb80c8e036cd00e3eae1e7b9dbb7f4431c967f9da12e9dd832e3bb1258,00e8471f3212a36d177b376bc34f49008f6a54cca9ad6d2e6f75d3e36a678035,899,32,32,RGB,JPEG
cifake_v3_train_real_0175,train,real,0,CIFAKE,3,train,real,data/interim/cifake_source_v3/train/REAL/1418 (4).jpg,train/REAL/1418 (4).jpg,data/raw/prototype/real/cifake_v3_train_real_0175.jpg,2d9afed2ed23af16b7f6d01aaf877f18562dee002735f823ba7429fb58c99b3c,2d9afed2ed23af16b7f6d01aaf877f18562dee002735f823ba7429fb58c99b3c,00e86464091093cefbc4573c11125803f7e125e2324a22ca169f3e7a1a2e4a4a,966,32,32,RGB,JPEG
cifake_v3_train_real_0176,train,real,0,CIFAKE,3,train,real,data/interim/cifake_source_v3/train/REAL/2667 (2).jpg,train/REAL/2667 (2).jpg,data/raw/prototype/real/cifake_v3_train_real_0176.jpg,a57cd78ae2df2f6e4e019b0ad3678946a646c03841840f91ab07545c94f9dd54,a57cd78ae2df2f6e4e019b0ad3678946a646c03841840f91ab07545c94f9dd54,00ec484650cd08417c1071efeebc9bd5012d25cb43b2bebdb39a0ade96d57182,999,32,32,RGB,JPEG
cifake_v3_train_real_0177,train,real,0,CIFAKE,3,train,real,data/interim/cifake_source_v3/train/REAL/3177 (7).jpg,train/REAL/3177 (7).jpg,data/raw/prototype/real/cifake_v3_train_real_0177.jpg,64750f63c23bb1046396def65ff6428cb80319d06e762f12ba2c884f0526365c,64750f63c23bb1046396def65ff6428cb80319d06e762f12ba2c884f0526365c,00ed9907ad0b90205079ede7aedd809374e4f9e45b4fe15af473b4e2d57ae169,953,32,32,RGB,JPEG
cifake_v3_train_real_0178,train,real,0,CIFAKE,3,train,real,data/interim/cifake_source_v3/train/REAL/3101 (4).jpg,train/REAL/3101 (4).jpg,data/raw/prototype/real/cifake_v3_train_real_0178.jpg,98cfcb0247bdcf355e80cc67a3cd18badd5cd1e616e0ed2a9cab382a74636c32,98cfcb0247bdcf355e80cc67a3cd18badd5cd1e616e0ed2a9cab382a74636c32,00ef534854073883413614ce3ba115529a2985349a500c522c17f6f01b2deabc,917,32,32,RGB,JPEG
cifake_v3_train_real_0179,train,real,0,CIFAKE,3,train,real,data/interim/cifake_source_v3/train/REAL/4890 (5).jpg,train/REAL/4890 (5).jpg,data/raw/prototype/real/cifake_v3_train_real_0179.jpg,a41b0d848fdb67f3ba092aa0969e141b3335dbef27f871b1fe47f4af781610e7,a41b0d848fdb67f3ba092aa0969e141b3335dbef27f871b1fe47f4af781610e7,00ef806e2e7d89850003c0e3b5a966ecf3b057aa6359ce8bfb7bc940fdfb9f11,845,32,32,RGB,JPEG
cifake_v3_train_real_0180,train,real,0,CIFAKE,3,train,real,data/interim/cifake_source_v3/train/REAL/2108 (7).jpg,train/REAL/2108 (7).jpg,data/raw/prototype/real/cifake_v3_train_real_0180.jpg,99cabde64b1ec634da82785f4ab2d931e957d82a5e7ae96f11c774a99b0a74d4,99cabde64b1ec634da82785f4ab2d931e957d82a5e7ae96f11c774a99b0a74d4,00f47da30929059b3227134c13048a2ea62e82bb4044b3bdb5f4bfc26e522163,912,32,32,RGB,JPEG
cifake_v3_train_real_0181,train,real,0,CIFAKE,3,train,real,data/interim/cifake_source_v3/train/REAL/0847 (3).jpg,train/REAL/0847 (3).jpg,data/raw/prototype/real/cifake_v3_train_real_0181.jpg,542a2157321caa4fd2a959237be011bcf18394edeffe1d6b3304162e75fe9fee,542a2157321caa4fd2a959237be011bcf18394edeffe1d6b3304162e75fe9fee,00f495ceb72c6b10a870a78c73f05a50bd53b9ecb182401806b781309ef2b302,881,32,32,RGB,JPEG
cifake_v3_train_real_0182,train,real,0,CIFAKE,3,train,real,data/interim/cifake_source_v3/train/REAL/3123 (2).jpg,train/REAL/3123 (2).jpg,data/raw/prototype/real/cifake_v3_train_real_0182.jpg,e67dc54dd01f25f866095c06bc4104e14047e45d20b78b418f4d8ea350d2d345,e67dc54dd01f25f866095c06bc4104e14047e45d20b78b418f4d8ea350d2d345,00f49aee7adc706468cb00d5cdd23b61b57fa2f1f895b489b121f96c1e43850d,993,32,32,RGB,JPEG
cifake_v3_train_real_0183,train,real,0,CIFAKE,3,train,real,data/interim/cifake_source_v3/train/REAL/3872 (6).jpg,train/REAL/3872 (6).jpg,data/raw/prototype/real/cifake_v3_train_real_0183.jpg,16ed56c3e7b8924195cdbfbe14aad8a245c4323ac6a4e0fdecb06608233292f7,16ed56c3e7b8924195cdbfbe14aad8a245c4323ac6a4e0fdecb06608233292f7,00f50816c3455f7456cd3594dd1f3fcc7f23a8c50836469bc7620251d30a2dce,948,32,32,RGB,JPEG
cifake_v3_train_real_0184,train,real,0,CIFAKE,3,train,real,data/interim/cifake_source_v3/train/REAL/3976 (6).jpg,train/REAL/3976 (6).jpg,data/raw/prototype/real/cifake_v3_train_real_0184.jpg,191e4e1d9aaf0d6692363a46a63b368208043f1ffbb9403b944d1dc07a107337,191e4e1d9aaf0d6692363a46a63b368208043f1ffbb9403b944d1dc07a107337,00f60fdebfa3d9ba075fa16aa8d4f993183bc1e0aeb62a15073dadc92324644c,946,32,32,RGB,JPEG
cifake_v3_train_real_0185,train,real,0,CIFAKE,3,train,real,data/interim/cifake_source_v3/train/REAL/4174 (3).jpg,train/REAL/4174 (3).jpg,data/raw/prototype/real/cifake_v3_train_real_0185.jpg,f188235f1bb4ff1d559dfc178c6dfb951ecb0d7917e38990726dba2dbe30b439,f188235f1bb4ff1d559dfc178c6dfb951ecb0d7917e38990726dba2dbe30b439,00f67558a4c64a864f38d51c757a2a85b6c8d947825053f7172970d7926fbcce,912,32,32,RGB,JPEG
cifake_v3_train_real_0186,train,real,0,CIFAKE,3,train,real,data/interim/cifake_source_v3/train/REAL/2673 (3).jpg,train/REAL/2673 (3).jpg,data/raw/prototype/real/cifake_v3_train_real_0186.jpg,9c2d5b7a52bbadc3a26c23bc5bc411213d69908de4c2e0757412d12f8f29e3c3,9c2d5b7a52bbadc3a26c23bc5bc411213d69908de4c2e0757412d12f8f29e3c3,00f7da44e6f6b564878bc0fc377547917b6d6a6849ce920002ad2e249723c19b,810,32,32,RGB,JPEG
cifake_v3_train_real_0187,train,real,0,CIFAKE,3,train,real,data/interim/cifake_source_v3/train/REAL/4905 (6).jpg,train/REAL/4905 (6).jpg,data/raw/prototype/real/cifake_v3_train_real_0187.jpg,966c72cdfbc9ee291c6c83755b911db05eaef0c4d812342d1b9b6023bea5c7fc,966c72cdfbc9ee291c6c83755b911db05eaef0c4d812342d1b9b6023bea5c7fc,00f86b7abe7e548c121e957b81ffaf32161a03bcfba5eb15f648335f47fea344,868,32,32,RGB,JPEG
cifake_v3_train_real_0188,train,real,0,CIFAKE,3,train,real,data/interim/cifake_source_v3/train/REAL/1529 (8).jpg,train/REAL/1529 (8).jpg,data/raw/prototype/real/cifake_v3_train_real_0188.jpg,2c5c983971c3ab98fdca32e1a98e1d2a3c0b24b97527226f1685572a2989f8bd,2c5c983971c3ab98fdca32e1a98e1d2a3c0b24b97527226f1685572a2989f8bd,00fce84829d4bcf6b5f023ac41e06a35df98125aa8ae54748ed7bde0fb81c14b,933,32,32,RGB,JPEG
cifake_v3_train_real_0189,train,real,0,CIFAKE,3,train,real,data/interim/cifake_source_v3/train/REAL/1224 (9).jpg,train/REAL/1224 (9).jpg,data/raw/prototype/real/cifake_v3_train_real_0189.jpg,aa04bc9c74b217b3d130483d693e94dc2cec1a1dde7bb0b166f173758c0d1fbe,aa04bc9c74b217b3d130483d693e94dc2cec1a1dde7bb0b166f173758c0d1fbe,00fd3eefddf12fdfc0b354301edbabbc8cddb42b0de5f110d718c5ee0e377672,872,32,32,RGB,JPEG
cifake_v3_train_real_0190,train,real,0,CIFAKE,3,train,real,data/interim/cifake_source_v3/train/REAL/1922 (4).jpg,train/REAL/1922 (4).jpg,data/raw/prototype/real/cifake_v3_train_real_0190.jpg,c96490547880024bfc3e14b45979197ef3e9edb6ebcc0e10e90e322a413d1da2,c96490547880024bfc3e14b45979197ef3e9edb6ebcc0e10e90e322a413d1da2,00ffd5998c976ff6384700620ccdf781728f32d0b14252f1e4050f768fc96a15,940,32,32,RGB,JPEG
cifake_v3_train_real_0191,train,real,0,CIFAKE,3,train,real,data/interim/cifake_source_v3/train/REAL/0052 (2).jpg,train/REAL/0052 (2).jpg,data/raw/prototype/real/cifake_v3_train_real_0191.jpg,56a3b5901a0229646d3f3f4bdb51129ede5d92f63c549109aef056949f485501,56a3b5901a0229646d3f3f4bdb51129ede5d92f63c549109aef056949f485501,01013e47aeaa5c4655fa9576295732c75dd5560e6ea585360982c8821f9faadf,976,32,32,RGB,JPEG
